lon	lat
-66.1012083638414	-62.4209683773081
-66.5953104489677	-62.4418773072046
-66.8840277124547	-62.4993215256483
-67.2584364679562	-62.6513766467656
-67.2821727118318	-62.8138176115468
-67.5154694738066	-62.9370698585579
-67.541077829538	-63.0996487232788
-67.7781887746114	-63.2225565672191
-67.9280458215387	-63.2500602212969
-68.8925023080266	-63.3433185715905
-69.7671193201775	-63.3355586721306
-71.8243063285794	-63.5788937558159
-73.0793544630301	-63.7551830726554
-74.6277720486543	-64.028885445932
-74.9501365379273	-64.0672926870107
-75.8014459761368	-64.0888717006115
-76.2890661919109	-64.1418373039164
-78.0590090966974	-64.3921684880283
-79.3277798032594	-64.6509942091916
-80.9914962579748	-64.848745485215
-81.2802534937627	-65.0165005266101
-81.943955053348	-65.1320669759187
-82.2427499499566	-65.2979258268498
-83.4450720960971	-65.4350586110061
-84.3246441148308	-65.4742510616414
-85.3978785309757	-65.4405072791905
-85.5741659635502	-65.4462979729907
-88.5767951533669	-65.5836790981143
-91.4320961841646	-65.7309023090526
-95.3725163745387	-65.7082495467463
-96.4790182158717	-65.8091612151666
-97.9269266826896	-65.8083529800051
-98.3343645173578	-65.9334104446252
-99.2544068652959	-65.9499071567964
-99.8502564537083	-66.0586127660943
-101.664920369791	-65.9934167341141
-102.981029934331	-66.0273313385842
-104.954646765153	-65.9031218679671
-105.746711722841	-65.967230663047
-106.664655780898	-65.9351524594029
-106.837472625676	-65.9139094778079
-107.47160909332	-65.7565733120193
-107.982920493402	-65.6892945685776
-109.054643020443	-65.6187892663776
-109.677857521205	-65.6844723014435
-110.409882833804	-65.6526950354843
-110.702903358828	-65.764752965736
-111.10190274872	-65.7810062145611
-111.399810132082	-65.8916441995778
-111.801409486352	-65.9059052515402
-111.968647130249	-65.8784350371588
-112.729732079945	-65.670241363959
-113.385221057214	-65.5549011730989
-114.268111507917	-65.4735688545323
-114.576413320604	-65.5771664856267
-114.973910905883	-65.5823078603269
-115.134940431249	-65.5511354414542
-115.379790358456	-65.4217831501676
-115.53920332486	-65.390158652764
-116.092194406574	-65.3602762695097
-116.565051177078	-65.4268881459254
-117.11747270419	-65.3928772496313
-117.436703945483	-65.48994769319
-117.832800642373	-65.4868757276307
-118.156191448273	-65.5823078603269
-118.553689033552	-65.5771664856267
-118.709660768075	-65.5418950323579
-118.934559241333	-65.406475284936
-119.088851422861	-65.3707983826548
-119.788468796722	-65.2902571778389
-120.420970648452	-65.3068383465126
-121.263731694377	-65.1814920555426
-121.745287422355	-65.230015832929
-122.724770838006	-65.0569640219728
-123.497315420468	-65.0195076719066
-124.312823213186	-64.8756211227847
-124.651315912005	-64.9551100953526
-125.176068276584	-64.8892371854752
-125.658385014053	-64.9238128204579
-126.457210092324	-64.7671004803918
-127.076120316856	-64.752898210712
-128.128569147521	-64.4976931618412
-128.871719556015	-64.4298923658343
-130.148014706915	-64.0669723600617
-130.99817341989	-63.9401553386369
-132.097021138122	-63.6069262383961
-132.681598958969	-63.567084239943
-133.389699397501	-63.3712755914914
